Numéro séquentiel,Date du compte,Numéro du fournisseur,Numéro de G/L comptes à payer,Numéro de facture du fournisseur,Description de la transaction,Montant total du compte,Solde à payer,Numéro de G/L (1),Montant applicable (G/L 1),Numéro de G/L (2),Montant applicable (G/L 2),Numéro de G/L (3),Montant applicable (G/L 3),Numéro de G/L (4),Montant applicable (G/L 4),Numéro de G/L (5),Montant applicable (G/L 5),Numéro de G/L (6),Montant applicable (G/L 6),Numéro de G/L (7),Montant applicable (G/L 7),Numéro de G/L (8),Montant applicable (G/L 8),Numéro de G/L (9),Montant applicable (G/L 9),Numéro de G/L (10),Montant applicable (G/L 10),Information - Ligne 1,Information - Ligne 2,Information - Ligne 3,Code d'identification,Nombre de postes supplémentaires ds GLSUP,Numéro de projet,Montant total de retenue,Solde de la retenue à payer,Numéro de G/L retenues à payer,Montant payé de TVQ sur retenues (taux 1),Montant payé de TVQ sur retenues (taux 2),Montant payé de TPS sur retenues,Calcul automatique de la taxe féd. (T/F),Calcul automatique de la taxe prov. (T/F),Conditions de paiement,Devise étrangère,No. de commande,Plusieurs commandes (T/F),Dénonciation de contrat,Niveau de taxe provinciale (1-21),Nom du fournisseur,PEXPORTGB,HASDOC,ACONECTID,ACONDATE,ACONTIME,PTOTSNAPX
046042,2019/11/30,CLAUDE-JUL,21300,1078-1,,353.07,0.00,21340,15.35,21370,30.63,33200,307.09,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CLAUDE JULIEN TECH. PROFESSIONNEL,FALSE,FALSE,0,,,0.00
046051,2019/11/30,ISOL-ARCTI,21300,3914,,3232.01,0.00,21340,140.55,21370,280.40,33500,2811.06,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019006,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,ISOLATION ARCTIQUE INC.,FALSE,FALSE,0,,,0.00
046083,2019/11/30,HARNOIS---,21300,30112019,,598.60,0.00,21340,26.03,21370,37.97,42123,240.62,42124,293.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,HARNOIS ENERGIES INC.,FALSE,FALSE,0,,,0.00
046086,2019/11/30,QUALITECK-,21300,2018904,LG120319.74  - ME-28,627.45,0.00,21340,27.29,21370,54.44,33500,545.72,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,QUALITECK ÉLECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046087,2019/11/30,QUALITECK-,21300,2018905,LG120319.04 (A-28),309.40,0.00,21340,13.46,21370,26.84,33500,269.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,QUALITECK ÉLECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046089,2019/11/30,6TEMTI-INC,21300,13715,support distance,155.22,0.00,21340,6.75,21370,13.47,42120,135.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019010,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,6TEM TI INC.,FALSE,FALSE,0,,,0.00
046109,2019/11/30,ECHAF-PLUS,21300,04-230632,,127.25,0.00,21340,5.53,21370,11.04,33200,110.68,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ECHAFAUDAGE PLUS (QUÉBEC) INC.,FALSE,FALSE,0,,,0.00
046114,2019/11/30,QUALITECK-,21300,2018939,ME-26 VIKING,5138.76,0.00,21340,223.47,21370,445.83,33500,4469.46,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,QUALITECK ÉLECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046131,2019/11/30,DTA-CONSUL,21300,2019-529,CRC-003,919.80,0.00,21340,40.00,21370,79.80,33200,800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,DTA CONSULTANTS S.E.N.C,FALSE,FALSE,0,,,0.00
046141,2019/11/30,YOUNG-ELEC,21300,49713,DIRECTIVES,6208.65,0.00,21340,270.00,21370,538.65,33500,5400.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,YOUNG ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046143,2019/11/30,YOUNG-ELEC,21300,50344,RETENUE,15587.37,0.00,21340,677.86,21370,1352.33,33500,13557.18,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,YOUNG ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046185,2019/11/30,UNITED-REN,21300,163346605-014,,614.83,0.00,21340,26.74,21370,53.34,33200,534.75,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,UNITED RENTALS OF CANADA INC.,FALSE,FALSE,0,,,0.00
046187,2019/11/30,CAP-ISOLAT,21300,63203,CL10019-09,16158.02,0.00,21340,702.68,21370,1401.84,33500,14053.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,CAP ISOLATION LTEE,FALSE,FALSE,0,,,0.00
046189,2019/11/30,CONST-LEBL,21300,367,CL120819-10,4481.73,0.00,21340,194.90,21370,388.83,33500,3898.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019030,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CONSTRUCTION LEBLANC ET SINOTTES INC. (LES),FALSE,FALSE,0,,,0.00
046196,2019/11/30,VILLE-THIE,21300,301119,,913.87,0.00,21340,30.67,21370,61.18,33200,431.76,42105,390.26,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"VILLENEUVE, THIERRY, ELIOT",FALSE,FALSE,0,,,0.00
043797,2019/12/01,CIE-GESTIO,21300,18,,2299.50,0.00,21340,100.00,21370,199.50,42112,2000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,9149-7818 QUÉBEC INC (CIE GESTION).,FALSE,FALSE,0,,,0.00
046043,2019/12/01,SEAO-CONST,21300,2166924,,565.64,0.00,21340,24.60,21370,49.07,42108,491.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SEAO-CONSTRUCTO,FALSE,FALSE,0,,,0.00
046048,2019/12/01,TELUS-----,21300,01122019,,1150.66,0.00,21340,50.04,21370,99.83,42106,1000.79,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,TELUS MOBILITE,FALSE,FALSE,0,,,0.00
046099,2019/12/01,P-NAUD----,21300,2541772-3,,25.26,0.00,21340,1.10,21370,2.19,33200,21.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046147,2019/12/01,TOIT-TDG--,21300,canceller,canc. solde,-1325.33,0.00,21340,-57.64,21370,-114.98,33500,-1152.71,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,TOITURES T.D.G. INC. (LES),FALSE,FALSE,0,,,0.00
046148,2019/12/01,ADT-------,21300,canceller,canceller solde,-871.79,0.00,21340,-37.90,21370,-75.64,33500,-758.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SERVICE DE SÉCURITÉ ADT CANADA INC.,FALSE,FALSE,0,,,0.00
046216,2019/12/01,VITRERIE-2,21300,023219,CT-031019-01 & CT-031019-06,26752.38,0.00,21340,1163.40,21370,2320.98,33500,23268.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VITRERIE 20/20 INC.,FALSE,FALSE,0,,,0.00
046223,2019/12/01,VAL-MAURIC,21300,48826,,524.29,0.00,21340,22.80,21370,45.49,33500,456.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046224,2019/12/01,VAL-MAURIC,21300,48702,,1085.80,0.00,21340,47.22,21370,94.20,33500,944.38,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046231,2019/12/01,VAL-MAURIC,21300,49212,,617.69,0.00,21340,26.86,21370,53.59,33500,537.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019037,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046232,2019/12/01,VITR-CLETE,21300,7998,CD-111219-32,923.25,0.00,21340,40.15,21370,80.10,33500,803.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019027,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VITRERIE CLETECH,FALSE,FALSE,0,,,0.00
046256,2019/12/01,F-DAIGLE--,21300,166489,CT-280619-08,332.28,0.00,21340,14.45,21370,28.83,33200,289.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019027,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046280,2019/12/01,HOME-DEPOT,21300,8293854,,210.68,0.00,21340,9.16,21370,18.28,33200,183.24,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SERVICES DE CREDIT HOME DEPOT,FALSE,FALSE,0,,,0.00
046281,2019/12/01,BETON-CR-S,21300,17945,,5983.88,0.00,21340,260.23,21370,519.15,33200,5204.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BETON CRETE DIVISION MAURICIE INC.,FALSE,FALSE,0,,,0.00
046447,2019/12/01,PLOMB-MTCA,21300,7792,,5836.63,0.00,21340,253.82,21370,506.37,33500,5076.44,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PLOMBERIE MONT CARMEL INC.,FALSE,FALSE,0,,,0.00
046454,2019/12/01,CHAUF-MC--,21300,14181,,909.92,0.00,21340,39.57,21370,78.94,33500,791.41,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CHAUFFAGE MC 2007 INC.,FALSE,FALSE,0,,,0.00
046467,2019/12/01,REFR-NOEL-,21300,86063,,54222.21,0.00,21340,2358.00,21370,4704.21,33500,47160.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019008,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,REFRIGERATION NOEL INC.,FALSE,FALSE,0,,,0.00
046004,2019/12/02,COOPPLUS--,21300,461670,,1157.56,0.00,21340,50.34,21370,100.43,33200,1006.79,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019030,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046007,2019/12/02,COOPPLUS--,21300,461675,,4445.08,0.00,21340,193.31,21370,385.65,33200,3866.12,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046038,2019/12/02,COOPPLUS--,21300,461772,,18191.50,0.00,21340,791.11,21370,1578.26,33200,15822.13,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046063,2019/12/02,COOPPLUS--,21300,461521,,13.79,0.00,21340,0.60,21370,1.20,33200,11.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046064,2019/12/02,COOPPLUS--,21300,461706,,60.05,0.00,21340,2.61,21370,5.21,33200,52.23,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046071,2019/12/02,LOC-ST-TIT,21300,33012,,86.23,0.00,21340,3.75,21370,7.48,33200,75.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046072,2019/12/02,LAFRANCE-T,21300,32768,,8.75,0.00,21340,0.38,21370,0.76,33500,7.61,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019040,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LAFRANCE & TRUDEL (2005) INC.,FALSE,FALSE,0,,,0.00
046076,2019/12/02,COOPPLUS--,21300,461622,,17.18,0.00,21340,0.75,21370,1.49,33200,14.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019047,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046077,2019/12/02,COOPPLUS--,21300,461620,,170.46,0.00,21340,7.41,21370,14.79,33200,148.26,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046088,2019/12/02,D-H-ELECTR,21300,113789,bureau cynthia,57.48,0.00,21340,2.50,21370,4.99,42120,49.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019010,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,D.H. ELECTRONIQUE ENR.,FALSE,FALSE,0,,,0.00
046100,2019/12/02,P-NAUD----,21300,2541936-1,,128.75,0.00,21340,5.60,21370,11.17,33200,111.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019030,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046107,2019/12/02,BEAVER-BOB,21300,F09-88639,ENTRETIEN,219.46,0.00,21340,9.54,21370,19.04,42130,190.88,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EQUIPEMENTS BEAVER ET BOB INC. (LES),FALSE,FALSE,0,,,0.00
046118,2019/12/02,OUTIL-MAG-,21300,515734,,151.03,0.00,21340,6.57,21370,13.10,33200,131.36,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,OUTIL MAG TROIS-RIVIERES,FALSE,FALSE,0,,,0.00
046119,2019/12/02,H-MATTEAU-,21300,1175320,,8.34,0.00,21340,0.36,21370,0.72,33200,7.26,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046121,2019/12/02,H-MATTEAU-,21300,1175318,,58.67,0.00,21340,2.55,21370,5.09,33200,51.03,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 151 3000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
046128,2019/12/02,BELL-ENVIR,21300,511017146,C-4022,540.38,0.00,21340,23.50,21370,46.88,33200,470.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BELLEMARE ENVIRONNEMENT,FALSE,FALSE,0,,,0.00
046165,2019/12/02,VAL-MAURIC,21300,49328,,980.40,0.00,21340,42.64,21370,85.06,33500,852.70,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VAL-MAURICIE ELECTRIQUE INC.,FALSE,FALSE,0,,,0.00
046184,2019/12/02,VIVIER+EXC,21300,14724,,919.80,0.00,21340,40.00,21370,79.80,33200,800.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019040,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VIVIER EXCAVATION INC,FALSE,FALSE,0,,,0.00
046034,2019/12/03,F-DAIGLE--,21300,166636,,363.44,0.00,21340,15.81,21370,31.53,33200,316.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046035,2019/12/03,F-DAIGLE--,21300,166629,,1368.20,0.00,21340,59.50,21370,118.70,33200,1190.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,TRUE,1,SPECIALITES FERNAND DAIGLE INC. (LES),FALSE,FALSE,0,,,0.00
046036,2019/12/03,ACIER-RAY-,21300,29981,,189.71,0.00,21340,8.25,21370,16.46,33200,165.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019034,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ACIER RAYCO (2016) INC.,FALSE,FALSE,0,,,0.00
046045,2019/12/03,EBEN-REMI-,21300,71030,CL-011019.02,10046.52,0.00,21340,436.90,21370,871.62,33500,8738.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019037,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EBENISTERIE REMI PIERRE INC.,FALSE,FALSE,0,,,0.00
046062,2019/12/03,COOPPLUS--,21300,462255,,49.08,0.00,21340,2.13,21370,4.26,33200,42.69,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046065,2019/12/03,COOPPLUS--,21300,462611,,175.43,0.00,21340,7.63,21370,15.22,33200,152.58,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046066,2019/12/03,COOPPLUS--,21300,462677,,-49.08,0.00,21340,-2.13,21370,-4.26,33200,-42.69,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046067,2019/12/03,BAD-BOY---,21300,4463,,26.44,0.00,21340,1.15,21370,2.29,42107,23.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BAD BOY DESIGN (9307-6842 QC INC.),FALSE,FALSE,0,,,0.00
046068,2019/12/03,GA-AUTOMOB,21300,192477,,14.89,0.00,21340,0.65,21370,1.29,42125,12.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GA AUTOMOBILE INC.,FALSE,FALSE,0,,,0.00
046098,2019/12/03,COOPPLUS--,21300,462581,CT-100919-32,463.32,0.00,21340,20.15,21370,40.20,33200,402.97,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,COOP NOVAGO (LA),FALSE,FALSE,0,,,0.00
046105,2019/12/03,GIVESCO---,21300,884186,ATELIER,261.60,0.00,21340,11.38,21370,22.70,33200,227.52,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000190000,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GIVESCO INC.,FALSE,FALSE,0,,,0.00
046106,2019/12/03,GIVESCO---,21300,884185,SALLE ÉLECTRIQUE,103.48,0.00,21340,4.50,21370,8.98,33200,90.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GIVESCO INC.,FALSE,FALSE,0,,,0.00
046116,2019/12/03,P-NAUD----,21300,2542031,,122.79,0.00,21340,5.34,21370,10.65,33200,106.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,1.0000 101  000,,,FALSE,FALSE,1,PIERRE NAUD INC.,FALSE,FALSE,0,,,0.00
046117,2019/12/03,BORDEUR---,21300,SH19-494,,1149.75,0.00,21340,50.00,21370,99.75,33200,1000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019021,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,"BRODEUR, L'HEUREUX, DUROCHER, ARPENTEURS",FALSE,FALSE,0,,,0.00
046160,2019/12/03,NOUVEL-HOR,21300,49195,,47930.78,0.00,21340,2084.40,21370,4158.38,33200,41688.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019048,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 101  000,,,FALSE,TRUE,1,PORTES & FENETRES NOUVEL HORIZON INC.,FALSE,FALSE,0,,,0.00
046226,2019/12/03,JOVANEX---,21300,20203,,195.46,0.00,21340,8.50,21370,16.96,33500,170.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019040,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,EXCAVATION JOVANEX INC. (LES),FALSE,FALSE,0,,,0.00
046455,2019/12/03,REGULVAR--,21300,QC-0158-R,,10760.51,0.00,21340,467.95,21370,933.56,33500,9359.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,REGULVAR INC.,FALSE,FALSE,0,,,0.00
046478,2019/12/03,JY-MARTEL-,21300,106271,33340,914.05,0.00,21340,39.75,21370,79.30,33200,795.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019038,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.Y. MARTEL TRANSPORT INC.,FALSE,FALSE,0,,,0.00
046049,2019/12/04,LOC-ST-TIT,21300,33051,,252.95,0.00,21340,11.00,21370,21.95,42135,220.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION ST-TITE INC.,FALSE,FALSE,0,,,0.00
046059,2019/12/04,ACIER-RAY-,21300,030011,CT-021219.31,193.16,0.00,21340,8.40,21370,16.76,33200,168.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000019032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ACIER RAYCO (2016) INC.,FALSE,FALSE,0,,,0.00
